Nombre,Tipo,Tiempo de ejecución (ms)
15317047648800,15317047651500,2700
15317047652700,15317047655900,3200
15317047657100,15317047659700,2600
15317047660900,15317047663400,2500
15317047664600,15317047667400,2800
15317047668500,15317047674100,5600
15317047675200,15317047677800,2600
15317047678900,15317047681600,2700
15317047682700,15317047685700,3000
15317047686900,15317047689600,2700
15317047690900,15317047693700,2800
15317047694900,15317047697600,2700
15317047699000,15317047701600,2600
15317047702700,15317047707000,4300
15317047708000,15317047710800,2800
15317047711900,15317047715400,3500
15317047716400,15317047718900,2500
15317047720000,15317047722700,2700
15317047723800,15317047727000,3200
15317047728200,15317047731500,3300
15317047732700,15317047735300,2600
15317047736400,15317047739300,2900
15317047740400,15317047743000,2600
15317047744100,15317047746800,2700
15317047748000,15317047750700,2700
15317047751700,15317047754500,2800
15317047755600,15317047759700,4100
15317047760900,15317047763700,2800
15317047764900,15317047767700,2800
15317047768800,15317047771800,3000
15317047773000,15317047775600,2600
15317047801200,15317047804400,3200
15317047805700,15317047812000,6300
15317047813200,15317047816100,2900
15317047818200,15317047821700,3500
15317047822900,15317047826300,3400
15317047827500,15317047830400,2900
15317047831800,15317047835400,3600
15317047836700,15317047839700,3000
15317047840800,15317047846500,5700
15317047847700,15317047850500,2800
15317047851700,15317047854500,2800
15317047855700,15317047859700,4000
15317047860900,15317047864200,3300
15317047865400,15317047868400,3000
15317047869700,15317047874000,4300
15317047875100,15317047877900,2800
15317047880200,15317047883000,2800
15317047884100,15317047887100,3000
15317047888600,15317047891400,2800
15317047892500,15317047895400,2900
15317047896600,15317047900500,3900
15317047901700,15317047904900,3200
15317047906100,15317047909100,3000
15317047910200,15317047913400,3200
15317047914500,15317047917200,2700
15317047918300,15317047921900,3600
15317047923000,15317047925700,2700
15317047926800,15317047929900,3100
15317047930900,15317047933700,2800
15317047934700,15317047937500,2800
15317047938600,15317047941100,2500
15317047942300,15317047945100,2800
15317047946300,15317047949600,3300
15317047950800,15317047953500,2700
15317047954600,15317047958500,3900
15317047959600,15317047962300,2700
15317047963400,15317047966400,3000
15317047967400,15317047970000,2600
15317047971100,15317047973800,2700
15317047974800,15317047977500,2700
15317047979200,15317047981900,2700
15317047983000,15317047985700,2700
15317047986900,15317047990900,4000
15317047992000,15317047994800,2800
15317047995900,15317047998500,2600
15317047999600,15317048002500,2900
15317048003600,15317048006200,2600
15317048007300,15317048010100,2800
15317048011300,15317048014800,3500
15317048015900,15317048018500,2600
15317048019600,15317048024400,4800
15317048025600,15317048028100,2500
15317048029200,15317048031900,2700
15317048033100,15317048037300,4200
15317048038500,15317048041400,2900
15317048042700,15317048045400,2700
15317048046500,15317048049700,3200
15317048050800,15317048053600,2800
15317048054700,15317048057600,2900
15317048058900,15317048061700,2800
15317048062800,15317048065400,2600
15317048066600,15317048070400,3800
15317048071800,15317048074900,3100
15317048147600,15317048152800,5200
15317048154200,15317048157100,2900
15317048158200,15317048160900,2700
15317048162000,15317048164700,2700
15317048165800,15317048168500,2700
15317048169500,15317048172200,2700
15317048173300,15317048176000,2700
15317048178100,15317048180800,2700
15317048181900,15317048186600,4700
15317048187700,15317048191400,3700
15317048192500,15317048195200,2700
15317048196400,15317048199000,2600
15317048200200,15317048202900,2700
15317048204100,15317048207200,3100
15317048208400,15317048211100,2700
15317048212300,15317048215200,2900
15317048216400,15317048219500,3100
15317048220600,15317048223400,2800
15317048224500,15317048228500,4000
15317048229600,15317048232700,3100
15317048233800,15317048236600,2800
15317048237700,15317048240700,3000
15317048241800,15317048244800,3000
15317048245900,15317048248800,2900
15317048250000,15317048252800,2800
15317048253900,15317048256600,2700
15317048257700,15317048262200,4500
15317048263300,15317048266200,2900
15317048267600,15317048271800,4200
15317048272900,15317048275500,2600
15317048276600,15317048279800,3200
15317048280900,15317048284900,4000
15317048286000,15317048288800,2800
15317048289800,15317048292500,2700
15317048293700,15317048297200,3500
15317048298300,15317048301100,2800
15317048302200,15317048305100,2900
15317048306200,15317048308800,2600
15317048309900,15317048312600,2700
15317048313700,15317048316400,2700
15317048317500,15317048320300,2800
15317048321400,15317048324100,2700
15317048325200,15317048328000,2800
15317048329100,15317048331800,2700
15317048332900,15317048335700,2800
15317048338000,15317048340900,2900
15317048342000,15317048344800,2800
15317048345900,15317048348600,2700
15317048349700,15317048352300,2600
15317048353400,15317048356200,2800
15317048357200,15317048360000,2800
15317048361200,15317048364000,2800
15317048365000,15317048367700,2700
15317048368700,15317048371400,2700
15317048372500,15317048375200,2700
15317048376300,15317048379100,2800
15317048380200,15317048382900,2700
15317048384000,15317048386700,2700
15317048387700,15317048390300,2600
15317048391400,15317048394100,2700
15317048395100,15317048397800,2700
15317048399400,15317048402200,2800
15317048403200,15317048405900,2700
15317048406900,15317048411000,4100
15317048412200,15317048414900,2700
15317048416000,15317048418700,2700
15317048419800,15317048422500,2700
15317048423600,15317048426200,2600
15317048427300,15317048430200,2900
15317048431300,15317048434000,2700
15317048435100,15317048437700,2600
15317048438800,15317048441500,2700
15317048442600,15317048445300,2700
15317048446900,15317048449500,2600
15317048450600,15317048453200,2600
15317048454400,15317048457000,2600
15317048458100,15317048460900,2800
15317048462000,15317048464500,2500
15317048466200,15317048468900,2700
15317048470000,15317048472500,2500
15317048473600,15317048476400,2800
15317048477500,15317048480200,2700
15317048482300,15317048485000,2700
15317048486900,15317048489600,2700
15317048490700,15317048493300,2600
15317048494400,15317048497100,2700
15317048498200,15317048500900,2700
15317048502000,15317048504800,2800
15317048505800,15317048509200,3400
15317048510400,15317048513100,2700
15317048514600,15317048517400,2800
15317048518500,15317048521300,2800
15317048522300,15317048525100,2800
15317048526600,15317048529300,2700
15317048530400,15317048533100,2700
15317048534200,15317048536800,2600
15317048537900,15317048540800,2900
15317048541900,15317048544800,2900
15317048545900,15317048548800,2900
15317048549900,15317048552600,2700
15317048553700,15317048557400,3700
15317048558700,15317048561500,2800
15317048562600,15317048565200,2600
15317048566300,15317048569200,2900
15317048570400,15317048573000,2600
15317048574200,15317048576800,2600
15317048577900,15317048580500,2600
15317048581600,15317048584500,2900
15317048585600,15317048588300,2700
15317048589600,15317048592300,2700
15317048593400,15317048596300,2900
15317048597700,15317048600500,2800
15317048601600,15317048604200,2600
15317048605300,15317048608300,3000
15317048609500,15317048612300,2800
15317048613400,15317048618300,4900
15317048619400,15317048622100,2700
15317048623200,15317048626100,2900
15317048627200,15317048630000,2800
15317048632700,15317048635500,2800
15317048636700,15317048639400,2700
15317048640500,15317048643300,2800
15317048644400,15317048647000,2600
15317048648100,15317048650900,2800
15317048652200,15317048654800,2600
15317048656000,15317048658500,2500
15317048659500,15317048662100,2600
15317048663200,15317048666000,2800
15317048667200,15317048670000,2800
15317048671000,15317048673800,2800
15317048674900,15317048677500,2600
15317048678600,15317048681300,2700
15317048682400,15317048685400,3000
15317048686500,15317048689400,2900
15317048690500,15317048693200,2700
15317048694300,15317048696900,2600
15317048698000,15317048700500,2500
15317048701600,15317048705200,3600
15317048706300,15317048709300,3000
15317048710400,15317048713600,3200
15317048714700,15317048717300,2600
15317048718400,15317048721200,2800
15317048722500,15317048725100,2600
15317048738000,15317048741200,3200
15317048746500,15317048749400,2900
15317048754300,15317048757200,2900
15317048758400,15317048761000,2600
15317048762200,15317048765000,2800
15317048766100,15317048768800,2700
15317048769900,15317048772600,2700
15317048773900,15317048776500,2600
15317048777700,15317048780500,2800
15317048781700,15317048784500,2800
